0,tcp,http_443,OTH,507,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,407,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,1,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,54,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,1,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
0,tcp,http_443,SF,2514,5549,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0,tcp,http,SF,323,423,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,tcp,http_443,SF,2939,5665,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,3,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,54,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,4,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0,tcp,http_443,SF,1613,570,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,5,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,54,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,6,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0,tcp,http_443,OTH,54,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,7,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0,udp,other,SF,343,342,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
0,udp,domain_u,SF,100,244,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,udp,other,SF,324,342,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,3,1.00,0.00,0.25,0.67,0.00,0.00,0.00,0.00
0,udp,domain_u,SF,103,226,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,udp,domain_u,SF,103,278,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2,2,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,udp,domain_u,SF,116,186,0,0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,udp,domain_u,SF,100,116,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4,4,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,udp,domain_u,SF,100,157,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5,5,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,udp,domain_u,SF,90,106,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,6,6,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,udp,domain_u,SF,90,90,0,0,0,7,7,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7,7,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,http_443,S1,1713,6750,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,8,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7,tcp,http_443,S1,296,0,0,0,0,0,3,0.00,0.33,0.00,0.00,0.00,0.00,1.00,0,9,0.00,0.00,0.00,1.00,0.00,0.11,0.00,0.00
0,udp,domain_u,SF,83,237,0,0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8,8,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,udp,domain_u,SF,83,83,0,0,0,9,9,0.00,0.00,0.00,0.00,1.00,0.00,0.00,9,9,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3,udp,other,SF,860,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0,4,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
2,tcp,http_443,S1,130185,75426,0,0,0,0,4,0.00,0.50,0.00,0.00,0.00,0.00,1.00,0,10,0.00,0.00,0.00,1.00,0.00,0.20,0.00,0.00
7,tcp,http_443,S1,296,0,0,0,0,1,5,1.00,0.60,0.00,0.00,1.00,0.00,0.80,1,11,1.00,0.00,0.00,0.91,1.00,0.27,0.00,0.00
0,udp,domain_u,SF,82,190,0,0,0,10,10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,10,10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,udp,domain_u,SF,82,82,0,0,0,11,11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,11,11,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,udp,domain_u,SF,90,199,0,0,0,12,12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,12,12,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,udp,domain_u,SF,90,232,0,0,0,13,13,0.00,0.00,0.00,0.00,1.00,0.00,0.00,13,13,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,udp,domain_u,SF,93,158,0,0,0,14,14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,14,14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,tcp,http_443,S1,2441,7950,0,0,0,0,6,0.00,0.67,0.00,0.00,0.00,0.00,1.00,0,12,0.00,0.00,0.00,1.00,0.00,0.33,0.00,0.00
1,tcp,http_443,S1,1049,7007,0,0,0,1,7,1.00,0.71,0.00,0.00,1.00,0.00,0.86,1,13,1.00,0.00,0.00,0.92,1.00,0.38,0.00,0.00
0,udp,domain_u,SF,100,164,0,0,0,15,15,0.00,0.00,0.00,0.00,1.00,0.00,0.00,15,15,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
